Target Label,Prioritised Features,Entropy Value,Entropy Conf,Gini Index Value,Gini Index Conf,Category,Best Conf,Significant,PlotSig
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),2D Surface - Decellularized ECM (3),0.01312,0.01460146,0.01488,0.01320132,Other Applications,0.01320132,TRUE,TRUE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Conduction Velocity from Calcium Imaging (cm/s) Quantiles - Q1 (>17 and ≤44) (5),0.01297,0.01610161,0.0133,0.01570157,Other Applications,0.01570157,TRUE,TRUE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),hiPSC Matrix Coating - Geltrex (33),0.01284,0.02690269,0.01221,0.02450245,Other Applications,0.02450245,TRUE,TRUE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Insulin Start Day - 6 (20),0.01133,0.02790279,0.00916,0.053905391,Other Applications,0.02790279,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),hiPSC-CM Media Supplement - Nonessential Amino Acids (8),0.01114,0.02170217,0.00808,0.051105111,Other Applications,0.02170217,TRUE,TRUE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Publication Year - 2017 (43),0.01094,0.04660466,0.00999,0.050505051,Other Applications,0.04660466,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Number of Cell Lines - 2 (50),0.01087,0.04530453,0.0064,0.168716872,Other Applications,0.04530453,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Journal - Rare (104),0.01076,0.03790379,0.01144,0.01160116,Other Applications,0.01160116,TRUE,TRUE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),hiPSC Matrix Coating - Matrigel (163),0.01034,0.04180418,0.00603,0.400240024,Other Applications,0.04180418,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),2D Surface - Microelectrode Array (9),0.00956,0.02890289,0.00555,0.114811481,Other Applications,0.02890289,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),hiPSC-CM Purification Duration (days) - <3 days (31),0.00929,0.059005901,0.01379,0.01740174,Other Applications,0.01740174,TRUE,TRUE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Cell Line - Cor.4U (16),0.00916,0.057005701,0.01106,0.03330333,Other Applications,0.03330333,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),3D Estimated Cell Density (mil cells/mL) Quantiles - Q5 (>0.01 and ≤0.47) (24),0.00889,0.056905691,0.01022,0.03290329,Other Applications,0.03290329,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Coating for Replating - Gelatin (43),0.00851,0.080408041,0.01063,0.03380338,Other Applications,0.03380338,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),3D Endothelial Cell Source - Cardiac Microvascular EndothelialC (5),0.00813,0.04980498,0.0098,0.03220322,Other Applications,0.03220322,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Cell Line - iCell2 (8),0.0074,0.091709171,0.01143,0.02690269,Other Applications,0.02690269,TRUE,FALSE
Pharmacological Intervention - Class Ic Antiarrhythmics (Na+ Channel Blockers - Strong Blockade) (9),Conduction Velocity from Calcium Imaging (cm/s) Quantiles - Q3 (>1.5 and ≤8.53) (5),0.00552,0.103210321,0.00931,0.04830483,Other Applications,0.04830483,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Journal - Nat Commun (13),0.03926,0.00050005,0.02932,0.00070007,Other Applications,0.00050005,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Journal - Toxicological Sciences (4),0.03374,0.00010001,0.0324,0.00040004,Other Applications,0.00010001,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Immunofluorescent Imaging - Yes (268),0.02407,0.00070007,0.02021,0.00030003,Other Applications,0.00030003,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Wnt Inhibitor Duration (days) - >6 days (12),0.01803,0.0070007,0.01272,0.02190219,Other Applications,0.0070007,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Contractile Force (mN) Quantiles - Q5 (>0 and ≤0.04) (10),0.01718,0.00910091,0.01251,0.02120212,Other Applications,0.00910091,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Electrophysiology Analysis Method - Optical Mapping (39),0.01709,0.01010101,0.01954,0.00180018,Other Applications,0.00180018,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Coating for Replating - Matrigel (65),0.01696,0.00570057,0.01997,0.00030003,Other Applications,0.00030003,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Cell Line - iCell (47),0.016,0.01670167,0.00884,0.080108011,Other Applications,0.01670167,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D Platform - Fibrin (50),0.01377,0.01550155,0.01373,0.01020102,Other Applications,0.01020102,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D Stromal Cell Source - Human Fibroblast (38),0.01344,0.03850385,0.0134,0.02640264,Other Applications,0.02640264,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Electrophysiology Analysis Method - Microelectrode (31),0.01324,0.01920192,0.01534,0.00540054,Other Applications,0.00540054,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Contractile Analysis Method - Deflection (39),0.01319,0.02410241,0.01063,0.03960396,Other Applications,0.02410241,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),hiPSC-CM Media Supplement - iCell Maintenance Medium (41),0.01284,0.0260026,0.01523,0.00480048,Other Applications,0.00480048,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),hiPSC-CM Backbone Media - iCell Maintenance (86),0.01245,0.02610261,0.00916,0.072307231,Other Applications,0.02610261,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Calcium Handling Analysis Method - Visual (104),0.01143,0.0410041,0.01152,0.00780078,Other Applications,0.00780078,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D Tissue Media - Commercial Kit (21),0.01136,0.0310031,0.00764,0.074707471,Other Applications,0.0310031,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Wnt Inhibitor Duration (days) Quantiles - Q3 (>1 and ≤1) (108),0.01091,0.053905391,0.00977,0.04260426,Other Applications,0.04260426,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Deduced Culture Strategy - 2D Only (183),0.01084,0.03660366,0.00422,0.626462646,Other Applications,0.03660366,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),3D Estimated Cell Density (mil cells/mL) Quantiles - Q1 (>21 and ≤150) (24),0.01084,0.04770477,0.01248,0.02590259,Other Applications,0.02590259,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),3D Platform - Matrigel (33),0.01007,0.04560456,0.00599,0.166016602,Other Applications,0.04560456,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Differentiation Purity Assessment - Flow Cytometry cTnT+ (135),0.00997,0.03760376,0.00928,0.03640364,Other Applications,0.03640364,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Wnt Inhibitor - DS-I-7 (9),0.00994,0.02870287,0.01265,0.01440144,Other Applications,0.01440144,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D SC Ratio (CM-EC-SC) Quantiles - Q2 (>0 and ≤10) (29),0.00982,0.060006001,0.01485,0.01080108,Other Applications,0.01080108,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D Stromal Cell Source - Cardiac Fibroblast (32),0.00946,0.054105411,0.01127,0.02870287,Other Applications,0.02870287,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Publication Year - 2019 (57),0.00927,0.065706571,0.01442,0.0080008,Other Applications,0.0080008,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D Endothelial Cell Source - Cardiac Microvascular EndothelialC (5),0.00901,0.03520352,0.0151,0.00720072,Other Applications,0.00720072,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),3D Platform - Collagen (38),0.00846,0.067906791,0.01148,0.02260226,Other Applications,0.02260226,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Insulin Withdrawal Duration (days) - 3 days (6),0.00762,0.04920492,0.00448,0.124212421,Other Applications,0.04920492,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),hiPSC-CM Purification Duration (days) - 3 days (13),0.0074,0.066306631,0.01131,0.02420242,Other Applications,0.02420242,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),Publication Year - Late-2010s (196),0.00658,0.292229223,0.01266,0.00350035,Other Applications,0.00350035,TRUE,TRUE
Pharmacological Intervention - Positive Inotropes (9),hiPSC-CM Backbone Media - Commercial CM Kit (12),0.00584,0.107710771,0.00933,0.04190419,Other Applications,0.04190419,TRUE,FALSE
Pharmacological Intervention - Positive Inotropes (9),Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),0.00514,0.154615462,0.00946,0.03890389,Other Applications,0.03890389,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Cell Line - iCell (47),0.04056,0.00030003,0.02485,0.00050005,Other Applications,0.00030003,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Journal - Toxicological Sciences (4),0.03349,0.00040004,0.04423,0.00010001,Other Applications,0.00010001,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),hiPSC-CM Media Supplement - B27 (180),0.02901,0.00040004,0.00541,0.514451445,Other Applications,0.00040004,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Resting Membrane Potential (mV) Quantiles - Q1 (<-78 and ≥-85) (12),0.0284,0.00180018,0.02616,0.00140014,Other Applications,0.00140014,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Disease Modelling - Arrhythmic (15),0.02697,0.00110011,0.02513,0.00080008,Other Applications,0.00080008,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),hiPSC-CM Media Supplement - iCell Maintenance Medium (41),0.02569,0.00130013,0.01899,0.00160016,Other Applications,0.00130013,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Number of Cell Lines - 1 (225),0.02502,0.00020002,0.02527,0,Other Applications,0,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Number of Cell Lines - 3 (29),0.02288,0.00360036,0.02199,0.00270027,Other Applications,0.00270027,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Maturation Strategy - ECM (21),0.02206,0.00160016,0.0188,0.00110011,Other Applications,0.00110011,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Cell Line - Cor.4U (16),0.01995,0.00710071,0.02814,0.00030003,Other Applications,0.00030003,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Number of Cell Lines - 4 (11),0.01919,0.01050105,0.02639,0.00190019,Other Applications,0.00190019,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Coating for Replating - Gelatin (43),0.01837,0.00890089,0.02116,0.00050005,Other Applications,0.00050005,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Wnt Inhibitor Duration (days) Quantiles - Q3 (>1 and ≤1) (108),0.01535,0.01780178,0.00741,0.216021602,Other Applications,0.01780178,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Electrophysiology Analysis Method - Microelectrode (31),0.01402,0.01840184,0.01137,0.02850285,Other Applications,0.01840184,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),hiPSC-CM Backbone Media - iCell Maintenance (86),0.01338,0.02130213,0.006,0.321732173,Other Applications,0.02130213,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Day of Insulin Addition - Known (177),0.01242,0.01520152,0.00579,0.379637964,Other Applications,0.01520152,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),3D Tissue Media - Iscove (5),0.01238,0.01860186,0.01379,0.01520152,Other Applications,0.01520152,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Action Potential Conduction Velocity (cm/s) Quantiles - Q1 (>28.5 and ≤41) (7),0.01232,0.02160216,0.01895,0.00520052,Other Applications,0.00520052,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Publication Year - 2017 (43),0.01191,0.04310431,0.02086,0.00160016,Other Applications,0.00160016,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Journal - Cell Rep (6),0.01174,0.01970197,0.01631,0.00890089,Other Applications,0.00890089,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Immunofluorescent Imaging - Yes (268),0.01131,0.03940394,0.01368,0.01340134,Other Applications,0.01340134,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Coating for Replating - Rare (6),0.01127,0.04010401,0.01023,0.054605461,Other Applications,0.04010401,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Action Potential Conduction Velocity (cm/s) Quantiles - Q4 (>2.5 and ≤10.75) (7),0.01076,0.03120312,0.00321,0.152315232,Other Applications,0.03120312,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),2D Surface - ECM-coated (115),0.01043,0.02710271,0.01277,0.00460046,Other Applications,0.00460046,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),3D Platform - Extracellular Scaffold (18),0.01034,0.04720472,0.00939,0.055005501,Other Applications,0.04720472,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Electrophysiology Analysis Method - Patch Clamp (59),0.00913,0.080908091,0.01129,0.02370237,Other Applications,0.02370237,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Disease Modelling - Fibrotic (4),0.00884,0.04960496,0.00808,0.065706571,Other Applications,0.04960496,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Gene Analysis Method - RNA (169),0.00878,0.156315632,0.01248,0.00860086,Other Applications,0.00860086,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Action Potential Amplitude (mV) Quantiles - Q3 (>97 and ≤100) (10),0.00816,0.050305031,0.00853,0.04530453,Other Applications,0.04530453,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Purification Protocol - Metabolic (8),0.00734,0.068006801,0.0096,0.03620362,Other Applications,0.03620362,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Wnt Induction - Rare (4),0.00571,0.089808981,0.01154,0.04420442,Other Applications,0.04420442,TRUE,FALSE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),0.00561,0.157315732,0.01407,0.0220022,Other Applications,0.0220022,TRUE,TRUE
Pharmacological Intervention - Class Ia Antiarrhythmics (Na+ Channel Blockers - Moderate Blockade) (8),Number of Cell Lines - 2 (50),0.00557,0.214821482,0.01,0.04930493,Other Applications,0.04930493,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Cell Line - iCell (47),0.05602,0,0.03856,0,Other Applications,0,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),hiPSC-CM Media Supplement - iCell Maintenance Medium (41),0.04011,0.00010001,0.027,0.00010001,Other Applications,0.00010001,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),hiPSC-CM Maturation Media - iCell Maintenance (83),0.02745,0.00040004,0.00877,0.063306331,Other Applications,0.00040004,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Coating for Replating - Gelatin (43),0.02652,0.00170017,0.01864,0.0020002,Other Applications,0.00170017,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Cell Line - Cor.4U (16),0.02435,0.00390039,0.01639,0.01030103,Other Applications,0.00390039,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Publication Year - 2020 (51),0.02269,0.00430043,0.0246,0.00020002,Other Applications,0.00020002,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Action Potential Conduction Velocity (cm/s) Quantiles - Q1 (>28.5 and ≤41) (7),0.02191,0.00480048,0.03005,0.00030003,Other Applications,0.00030003,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),hiPSC-CM Backbone Media - iCell Maintenance (86),0.02045,0.00170017,0.01586,0.00360036,Other Applications,0.00170017,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),2D Surface - Microelectrode Array (9),0.01957,0.00310031,0.01756,0.00470047,Other Applications,0.00310031,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Number of Cell Lines - 1 (225),0.01922,0.0040004,0.02354,0,Other Applications,0,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),0.01734,0.01010101,0.01963,0.00470047,Other Applications,0.00470047,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Number of Cell Lines - 3 (29),0.01648,0.01270127,0.01995,0.00320032,Other Applications,0.00320032,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Journal - Toxicological Sciences (4),0.01528,0.00860086,0.02081,0.00370037,Other Applications,0.00370037,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Insulin Start Day - 11 (3),0.01472,0.0110011,0.01834,0.00730073,Other Applications,0.00730073,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Journal - Cell Rep (6),0.0145,0.00880088,0.0151,0.01060106,Other Applications,0.00880088,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),3D Platform - Nanotechnology (3),0.01415,0.01760176,0.01353,0.02830283,Other Applications,0.01760176,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Coating for Replating - Rare (6),0.01402,0.02030203,0.00924,0.066606661,Other Applications,0.02030203,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),0.01354,0.02660266,0.01528,0.01570157,Other Applications,0.01570157,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Number of Cell Lines - >5 (9),0.0125,0.02190219,0.01526,0.01270127,Other Applications,0.01270127,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Differentiation Purity Assessment - Flow Cytometry cTnI+ (3),0.01175,0.03560356,0.00857,0.063406341,Other Applications,0.03560356,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Number of Cell Lines - 2 (50),0.01158,0.04440444,0.01474,0.00950095,Other Applications,0.00950095,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Number of Cell Lines - 4 (11),0.01082,0.03290329,0.01501,0.01630163,Other Applications,0.01630163,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Differentiation Purity (%) Quantiles - Q3 (>85 and ≤90) (34),0.01068,0.04530453,0.00897,0.060306031,Other Applications,0.04530453,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Immunofluorescent Imaging - Yes (268),0.01058,0.04630463,0.01403,0.01180118,Other Applications,0.01180118,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Sacromere or Cellular Alignment Analysis - Yes (72),0.01045,0.059605961,0.01286,0.01810181,Other Applications,0.01810181,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Contraction Upstroke Velocity (um/s) Quantiles - Q1 (>50 and ≤1300) (8),0.01028,0.03350335,0.01044,0.03540354,Other Applications,0.03350335,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),2D Surface - ECM-coated (115),0.01019,0.0270027,0.01336,0.00380038,Other Applications,0.00380038,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Wnt Induction - CHIR99021 (184),0.00886,0.122912291,0.00951,0.03070307,Other Applications,0.03070307,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Resting Membrane Potential (mV) Quantiles - Q5 (>-35 and ≤-60) (9),0.00859,0.04890489,0.00998,0.03970397,Other Applications,0.03970397,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),3D Stromal Cell Source - hiPSC-CardiacF (8),0.00858,0.081808181,0.0121,0.03460346,Other Applications,0.03460346,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Electrophysiology Analysis Method - Microelectrode (31),0.00842,0.079107911,0.01472,0.0080008,Other Applications,0.0080008,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Differentiation Purity Assessment - IHC a-actinin (8),0.00831,0.055505551,0.01009,0.03680368,Other Applications,0.03680368,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Publication Year - Post 2020 (122),0.00767,0.237823782,0.01359,0.00390039,Other Applications,0.00390039,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),3D Tissue Media - iCell Maintenance (12),0.00735,0.080308031,0.01058,0.03640364,Other Applications,0.03640364,TRUE,FALSE
Pharmacological Intervention - Cisapride (8),Electrophysiology Analysis Method - Patch Clamp (59),0.00671,0.146314631,0.01292,0.01070107,Other Applications,0.01070107,TRUE,TRUE
Pharmacological Intervention - Cisapride (8),Maturation Strategy - Cell Alignment (59),0.00585,0.178417842,0.01044,0.0350035,Other Applications,0.0350035,TRUE,FALSE
Pharmacological Intervention - Ranolazine (7),Number of Cell Lines - 3 (29),0.02754,0.00160016,0.02952,0.00060006,Other Applications,0.00060006,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),hiPSC-CM Media Supplement - iCell Maintenance Medium (41),0.02578,0.00250025,0.01951,0.00130013,Other Applications,0.00130013,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Cell Line - Cor.4U (16),0.02481,0.00350035,0.02189,0.00380038,Other Applications,0.00350035,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Cell Line - iCell (47),0.02416,0.00560056,0.01843,0.00440044,Other Applications,0.00440044,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Number of Cell Lines - 1 (225),0.02331,0.00130013,0.01839,0.00020002,Other Applications,0.00020002,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Journal - Toxicological Sciences (4),0.02176,0.00270027,0.02574,0.00210021,Other Applications,0.00210021,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Action Potential Conduction Velocity (cm/s) Quantiles - Q1 (>28.5 and ≤41) (7),0.02107,0.00530053,0.02302,0.00360036,Other Applications,0.00360036,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Wnt Inhibitor Duration (days) Quantiles - Q3 (>1 and ≤1) (108),0.02041,0.00510051,0.01158,0.03080308,Other Applications,0.00510051,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Journal - Sci Rep (24),0.01888,0.01040104,0.02045,0.00340034,Other Applications,0.00340034,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Differentiation Purity Assessment - Visual Inspection (6),0.0165,0.00910091,0.0117,0.03740374,Other Applications,0.00910091,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Calcium Handling Analysis Method - Genetic (23),0.01526,0.02940294,0.01654,0.01140114,Other Applications,0.01140114,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Immunofluorescent Imaging - Yes (268),0.01487,0.01550155,0.01392,0.0170017,Other Applications,0.01550155,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Differentiation Purity Assessment - IHC a-actinin (8),0.01484,0.01340134,0.01489,0.01450145,Other Applications,0.01340134,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Wnt Inhibitor - KY02111 (7),0.01469,0.01220122,0.01243,0.0270027,Other Applications,0.01220122,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Resting Membrane Potential (mV) Quantiles - Q1 (<-78 and ≥-85) (12),0.01429,0.02450245,0.01251,0.02860286,Other Applications,0.02450245,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Number of Cell Lines - >5 (9),0.01427,0.01970197,0.01675,0.01050105,Other Applications,0.01050105,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),0.01397,0.02790279,0.01973,0.00960096,Other Applications,0.00960096,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Journal - Cell Rep (6),0.01348,0.01610161,0.01515,0.01310131,Other Applications,0.01310131,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Maturation Strategy - ECM (21),0.01326,0.01640164,0.0197,0.0020002,Other Applications,0.0020002,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Coating for Replating - Gelatin (43),0.01316,0.03230323,0.01413,0.01360136,Other Applications,0.01360136,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),Coating for Replating - Rare (6),0.01173,0.04540454,0.01393,0.02920292,Other Applications,0.02920292,TRUE,FALSE
Pharmacological Intervention - Ranolazine (7),hiPSC-CM Maturation Media - iCell Maintenance (83),0.01147,0.03430343,0.00679,0.178017802,Other Applications,0.03430343,TRUE,FALSE
Pharmacological Intervention - Ranolazine (7),Gene Analysis Method - RNA (169),0.01129,0.055205521,0.01234,0.0130013,Other Applications,0.0130013,TRUE,TRUE
Pharmacological Intervention - Ranolazine (7),hiPSC-CM Maturation Media - RPMI-1640 (153),0.01031,0.04660466,0.00766,0.125212521,Other Applications,0.04660466,TRUE,FALSE
Pharmacological Intervention - Ranolazine (7),Disease Modelling - Arrhythmic (15),0.01028,0.04510451,0.01196,0.030003,Other Applications,0.030003,TRUE,FALSE
Pharmacological Intervention - Ranolazine (7),hiPSC-CM Backbone Media - StemPro-34 (14),0.01025,0.04480448,0.00422,0.214521452,Other Applications,0.04480448,TRUE,FALSE
